"","vimp.df.order..vimp.df...."
"smart_241_raw",566.172512338299
"smart_241_raw_mean",504.312303685
"smart_241_raw_min",437.755424895342
"smart_241_raw_max",379.983010474269
"Days_In_Service_var",377.431836788027
"smart_189_raw_rms",375.856948361311
"smart_241_raw_rms",375.530726766546
"smart_189_raw_mean",326.172113750011
"smart_189_raw",283.96492987814
"smart_189_raw_max",277.992049596788
"smart_189_raw_min",249.370304329712
"smart_12_raw_rms",73.368104733094
"smart_4_raw_mean",65.3018102544271
"Reported_Uncorrectable_Errors_rms",58.1197013728887
"smart_192_raw",57.354615221843
"smart_193_raw_mean",53.4158811825536
"smart_192_raw_mean",52.7570631617267
"Reallocated_Sector_Count",51.4786937451678
"smart_192_raw_rms",48.719056616111
"smart_191_raw_min",46.4070691724894
"smart_193_raw",45.5627310406723
"smart_7_raw",45.465387287937
"smart_191_raw_max",44.889312133906
"Reallocated_Sector_Count_max",44.8876827431271
"smart_193_raw_max",44.5029839687632
"Reported_Uncorrectable_Errors_norm_rms",43.2212056152017
"Reported_Uncorrectable_Errors_max",40.9454175968277
"smart_191_raw_mean",39.3729046696516
"smart_12_raw_mean",38.1990465046942
"smart_4_raw_rms",37.0372837780701
"smart_193_raw_min",35.1755011556949
"smart_191_raw",35.144733605149
"Reallocated_Sector_Count_rms",34.0574247425783
"Reallocated_Sector_Count_var",32.9168268355953
"smart_7_raw_min",31.6279997388109
"smart_12_raw",31.4894979069596
"smart_191_raw_rms",31.3954004777156
"Reallocated_Sector_Count_mean",30.6468594321725
"smart_7_raw_mean",30.5685925825754
"smart_4_raw_max",30.2395734784015
"smart_192_raw_max",28.7812401810933
"smart_4_raw",28.6684431277193
"smart_192_raw_min",26.8724369913256
"Reported_Uncorrectable_Errors_norm_min",26.2245582688266
"smart_7_raw_max",24.4239761116853
"smart_190_raw_rms",24.4054533798102
"Reported_Uncorrectable_Errors_norm_mean",23.7365437771411
"smart_7_raw_rms",23.3786037666001
"smart_12_raw_max",23.2096229315211
"smart_242_raw",22.9251621065851
"Reported_Uncorrectable_Errors_mean",22.2625987653311
"smart_193_raw_rms",20.6858320496316
"smart_194_raw_mean",18.9633229039859
"smart_194_raw_rms",18.0294003327856
"Reported_Uncorrectable_Errors",16.4409947710692
"smart_242_raw_rms",16.0015010730931
"smart_7_raw_var",15.9297917872783
"smart_12_raw_var",14.0553063497645
"smart_4_raw_min",13.6541015913709
"smart_194_raw_min",13.6445584475085
"smart_194_raw_max",13.337812836681
"Reported_Uncorrectable_Errors_norm",13.1041049178793
"smart_190_raw_mean",12.7874573191632
"Reallocated_Sector_Count_p2p",11.3060078611639
"Reallocated_Sector_Count_min",11.2146630784184
"smart_191_raw_var",11.1619243132678
"smart_191_raw_p2p",10.3430156327667
"smart_190_raw_min",10.2331472743826
"smart_12_raw_min",9.52898597041147
"Days_In_Service_kurt",8.81363799411122
"smart_242_raw_max",8.7303409905975
"smart_7_raw_p2p",7.69303989868876
"Reallocated_Sector_Count_kurt",7.6228875831505
"Days_In_Service_norm_rms",7.46343964711299
"smart_241_raw_var",6.00950858212535
"Days_In_Service_norm_mean",5.93836467416266
"smart_190_raw_max",5.64674358587064
"Reported_Uncorrectable_Errors_norm_max",5.42147911173704
"Days_In_Service_norm",5.30764929397877
"Days_In_Service_rms",5.30302491707144
"Days_In_Service_norm_min",4.23152284483522
"Days_In_Service_mean",4.12255147586612
"Days_In_Service_norm_max",4.11967737047643
"Days_In_Service_min",4.10142519058857
"smart_242_raw_mean",4.06787931487352
"Reallocated_Sector_Count_skew",4.06568043644207
"smart_240_raw_rms",3.41919273930071
"smart_240_raw",3.34136892324738
"Days_In_Service_max",2.99493470237704
"smart_1_raw_min",2.78270958083261
"Days_In_Service",2.72118796368036
"smart_242_raw_min",2.54684713327112
"smart_240_raw_min",2.49546856220201
"smart_240_raw_max",2.24796545239787
"smart_194_raw",2.22720169629577
"smart_240_raw_mean",2.21506333390229
"smart_195_raw_min",2.17219102386776
"Command_Timeout_rms",2.10244108995708
"Reallocated_Sector_Count_norm",2.06100136964145
"smart_189_raw_var",1.99322937537338
"Command_Timeout_mean",1.76406884698029
"smart_190_raw",1.33542181661126
"smart_195_raw_max",1.29676429457115
"smart_241_raw_p2p",1.27073920575425
"smart_242_raw_var",1.13674960520567
"smart_1_raw_max",0.980178377680677
"smart_193_raw_var",0.940071848273906
"smart_190_raw_p2p",0.933688768422742
"smart_192_raw_kurt",0.889610137765695
"smart_190_raw_var",0.884627804614051
"smart_192_raw_var",0.690281232996994
"smart_194_raw_var",0.683528562361978
"smart_190_raw_skew",0.668439041423042
"Reported_Uncorrectable_Errors_min",0.656437745329638
"Command_Timeout_min",0.642725968890201
"Days_In_Service_norm_var",0.583274307795346
"smart_240_raw_var",0.544912457446147
"smart_1_raw_var",0.53436482453908
"smart_195_raw_var",0.493568923482172
"Reallocated_Sector_Count_norm_p2p",0.489086634483978
"smart_191_raw_kurt",0.420355169652093
"Command_Timeout",0.41858574593827
"Reported_Uncorrectable_Errors_norm_var",0.40649846793824
"smart_242_raw_p2p",0.36664647451643
"smart_190_raw_kurt",0.358031624547007
"smart_194_raw_p2p",0.334631935164877
"smart_194_raw_skew",0.252227861505288
"smart_195_raw_rms",0.246157317555607
"smart_195_raw_p2p",0.209208761606864
"Reallocated_Sector_Count_norm_kurt",0.193317658546613
"Reallocated_Sector_Count_norm_mean",0.188618375873847
"smart_191_raw_skew",0.177334818763836
"smart_192_raw_p2p",0.164327853892453
"smart_1_raw_rms",0.144211649416413
"smart_1_raw_p2p",0.130244291469867
"smart_194_raw_kurt",0.123156313607742
"smart_195_raw_mean",0.121656580872758
"Command_Timeout_max",0.112786448139553
"Command_Timeout_var",0.0927765898986888
"smart_1_raw_skew",0.0849835030501239
"smart_1_raw_mean",0.0677096460366421
"smart_195_raw_skew",0.0603958714144877
"Days_In_Service_norm_p2p",0.0598808354015013
"smart_195_raw_kurt",0.0596790155373299
"smart_189_raw_skew",0.0564492374084001
"smart_242_raw_skew",0.0563960299523515
"smart_193_raw_kurt",0.0534065838761313
"smart_1_raw_kurt",0.0498940348640076
"Reported_Uncorrectable_Errors_norm_skew",0.0447183102613311
"smart_193_raw_p2p",0.0427259221972903
"smart_7_raw_skew",0.0426247185245961
"Days_In_Service_norm_kurt",0.0397028669425202
"Reallocated_Sector_Count_norm_var",0.0379825379736781
"smart_4_raw_var",0.0248657698789671
"smart_240_raw_kurt",0.0199036732159648
"Reallocated_Sector_Count_norm_rms",0.0170612666461784
"smart_241_raw_skew",0.016193350480393
"smart_193_raw_skew",0.0145291160484481
"Reported_Uncorrectable_Errors_var",0.0121769799475752
"Days_In_Service_norm_skew",0.00938171314344114
"smart_240_raw_skew",0.00811061674730773
"smart_12_raw_p2p",0.0067544022497616
"smart_241_raw_kurt",0.00535386820305828
"smart_189_raw_p2p",0.0032733253684869
"smart_7_raw_kurt",0.00202818985524349
"smart_192_raw_skew",0.000744954211219451
"Days_In_Service_skew",0.000737759230483803
"Reported_Uncorrectable_Errors_norm_p2p",0.00022003951867049
"Reported_Uncorrectable_Errors_p2p",1.77635683940025e-16
"Reported_Uncorrectable_Errors_kurt",1.77635683940025e-16
"Reported_Uncorrectable_Errors_skew",1.77635683940025e-16
"Current_Pending_Sector_Count",0
"Offline_Uncorrectable",0
"Offline_Uncorrectable_skew",-1.77635683940025e-16
"Reported_Uncorrectable_Errors_norm_kurt",-1.77635683940025e-16
"Reallocated_Sector_Count_norm_min",-1.77635683940025e-16
"Reallocated_Sector_Count_norm_skew",-1.77635683940025e-16
"Days_In_Service_p2p",-3.5527136788005e-16
"Offline_Uncorrectable_min",-5.32907051820075e-16
"Offline_Uncorrectable_max",-5.32907051820075e-16
"Offline_Uncorrectable_kurt",-5.32907051820075e-16
"Offline_Uncorrectable_mean",-5.32907051820075e-16
"Offline_Uncorrectable_var",-5.32907051820075e-16
"Command_Timeout_p2p",-5.32907051820075e-16
"smart_12_raw_kurt",-5.32907051820075e-16
"smart_12_raw_skew",-5.32907051820075e-16
"Command_Timeout_kurt",-7.105427357601e-16
"Command_Timeout_skew",-7.105427357601e-16
"Offline_Uncorrectable_rms",-8.88178419700125e-16
"Offline_Uncorrectable_p2p",-8.88178419700125e-16
"Current_Pending_Sector_Count_rms",-8.88178419700125e-16
"Current_Pending_Sector_Count_p2p",-8.88178419700125e-16
"Current_Pending_Sector_Count_min",-8.88178419700125e-16
"Current_Pending_Sector_Count_max",-8.88178419700125e-16
"Current_Pending_Sector_Count_kurt",-8.88178419700125e-16
"Current_Pending_Sector_Count_skew",-8.88178419700125e-16
"Current_Pending_Sector_Count_mean",-8.88178419700125e-16
"Current_Pending_Sector_Count_var",-8.88178419700125e-16
"smart_4_raw_p2p",-8.88178419700125e-16
"smart_4_raw_kurt",-1.77635683940025e-15
"smart_4_raw_skew",-1.77635683940025e-15
"smart_1_raw",-0.000736794938378971
"Reallocated_Sector_Count_norm_max",-0.00331247644499264
"smart_195_raw",-0.00380957738642014
"smart_242_raw_kurt",-0.00508795242767715
"smart_189_raw_kurt",-0.00688069684711969
"smart_240_raw_p2p",-0.0120566239045148
