"","vimp.df.order..vimp.df...."
"smart_193_raw_skew",1.64589271830378
"smart_1_raw_p2p",1.64302795073302
"smart_241_raw_kurt",1.62176647748179
"smart_190_raw_kurt",1.43771445645687
"smart_1_raw_kurt",1.39262237520578
"Reported_Uncorrectable_Errors_skew",1.28669176599017
"E2E_Error_mean",1.17444705113804
"Reported_Uncorrectable_Errors_norm_skew",1.14828044611641
"Current_Pending_Sector_Count_skew",1.08643218717855
"smart_242_raw_skew",0.779012204788967
"E2E_Error_max",0.724303354225731
"smart_189_raw_kurt",0.714555655016295
"Days_In_Service_skew",0.67818389778547
"smart_189_raw_p2p",0.628543135643019
"E2E_Error",0.627322960336187
"Offline_Uncorrectable_skew",0.567239034104944
"E2E_Error_min",0.374892333193884
"Days_In_Service_norm_p2p",0.306217635181133
"Reallocated_Sector_Count_skew",0.300512806013523
"smart_12_raw_skew",0.27692015594389
"Reallocated_Sector_Count_norm_max",0.274732662825238
"Reallocated_Sector_Count_kurt",0.256939060484456
"Reallocated_Sector_Count_p2p",0.212462994263603
"smart_192_raw_p2p",0.162533392940486
"smart_183_raw_skew",0.159100434355605
"E2E_Error_norm",0.14979109426298
"Reported_Uncorrectable_Errors_kurt",0.137694874794533
"smart_7_raw_skew",0.135402702997317
"smart_240_raw_skew",0.131019844718969
"smart_4_raw_skew",0.128102569735609
"Days_In_Service_p2p",0.123177380184427
"smart_12_raw_kurt",0.113435498319461
"Reported_Uncorrectable_Errors_p2p",0.0883007462742853
"smart_12_raw_p2p",0.0789323040670297
"E2E_Error_norm_min",0.0676306215617274
"smart_183_raw_p2p",0.0487455390006176
"E2E_Error_norm_var",0.0283035231879808
"smart_4_raw_kurt",0.0136594009372857
"Offline_Uncorrectable_norm_mean",0.0115202630492263
"smart_4_raw_p2p",0.011341046592031
"smart_192_raw_kurt",0.0106435759200394
"E2E_Error_norm_kurt",0.00906468856501306
"Reallocated_Sector_Count_norm_mean",0.00873658993929212
"smart_183_raw_var",0.00830451528020149
"Current_Pending_Sector_Count_norm_kurt",0.00798017525448813
"Offline_Uncorrectable_norm_kurt",0.00616380982407918
"Current_Pending_Sector_Count_norm_var",0.00562922473977778
"E2E_Error_skew",0.00462679006702729
"Command_Timeout_p2p",0.00399677591326508
"Reallocated_Sector_Count_norm",0.00332295292334948
"smart_189_raw_skew",0.00244616398084645
"Offline_Uncorrectable_norm_var",0.0017191252228713
"Offline_Uncorrectable_norm_p2p",0.00121660375336887
"Reallocated_Sector_Count_norm_skew",0.00059082929840315
"Offline_Uncorrectable_norm_rms",0.000453692418773244
"Current_Pending_Sector_Count_norm_rms",0.000345727102705951
"Offline_Uncorrectable_norm_min",0.000106207822682336
"Reallocated_Sector_Count_norm_kurt",6.29320441021264e-05
"Current_Pending_Sector_Count_norm_skew",5.89635949154399e-05
"Command_Timeout_norm",0
"Current_Pending_Sector_Count_norm",0
"Offline_Uncorrectable_norm",0
"Command_Timeout_kurt",0
"Command_Timeout_skew",0
"E2E_Error_norm_p2p",0
"E2E_Error_norm_skew",0
"Offline_Uncorrectable_norm_max",0
"Offline_Uncorrectable_norm_skew",0
"Command_Timeout_norm_rms",0
"Command_Timeout_norm_p2p",0
"Command_Timeout_norm_min",0
"Command_Timeout_norm_kurt",0
"Command_Timeout_norm_skew",0
"Command_Timeout_norm_mean",0
"Command_Timeout_norm_var",0
"Current_Pending_Sector_Count_norm_min",0
"Current_Pending_Sector_Count_norm_max",0
"Current_Pending_Sector_Count_norm_mean",0
"E2E_Error_p2p",0
"E2E_Error_kurt",0
"E2E_Error_var",0
"smart_199_raw_p2p",0
"smart_199_raw_kurt",0
"Reallocated_Sector_Count_norm_min",-4.30817267215389e-05
"Current_Pending_Sector_Count_norm_p2p",-0.0001572256975237
"smart_199_raw_skew",-0.000472977605124925
"Reallocated_Sector_Count_norm_rms",-0.000664094018372907
"Reallocated_Sector_Count_norm_var",-0.00128303252820388
"smart_192_raw_skew",-0.00129722760901814
"Reallocated_Sector_Count_norm_p2p",-0.00138182627687229
"smart_7_raw_kurt",-0.00890933746514975
"smart_183_raw_kurt",-0.107388716103355
"Days_In_Service_norm_skew",-0.180410398618085
"Current_Pending_Sector_Count_kurt",-0.406855756052425
"Days_In_Service_norm_kurt",-0.449620449708266
"smart_1_raw",-0.876693109550922
