"","vimp.df.order..vimp.df...."
"smart_7_raw_max",0.0010257085755768
"Spin_Retry_Count_norm_skew",0.000597734733037214
"Reallocation_Event_Count_norm_kurt",0.000464515116870246
"Offline_Uncorrectable_p2p",0.000338988116581618
"Offline_Uncorrectable_var",0.000263877239029853
"Offline_Uncorrectable_skew",0.000173575452930663
"Spin_Retry_Count_norm_min",0.000109858143179054
"Spin_Retry_Count_norm_var",6.41882596426058e-05
"Spin_Retry_Count_rms",6.11611513747334e-05
"Offline_Uncorrectable_min",2.65062462517562e-05
"smart_1_raw_min",-1.4210854715202e-15
"Spin_Retry_Count_p2p",-1.4210854715202e-15
"Current_Pending_Sector_Count_norm",-2.8421709430404e-15
"Offline_Uncorrectable",-2.8421709430404e-15
"Offline_Uncorrectable_max",-2.8421709430404e-15
"Offline_Uncorrectable_kurt",-2.8421709430404e-15
"smart_7_raw_p2p",-2.8421709430404e-15
"smart_7_raw_kurt",-2.8421709430404e-15
"smart_7_raw_mean",-2.8421709430404e-15
"smart_7_raw_var",-2.8421709430404e-15
"Spin_Retry_Count_min",-2.8421709430404e-15
"Spin_Retry_Count_max",-2.8421709430404e-15
"Spin_Retry_Count_kurt",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_rms",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_p2p",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_min",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_kurt",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_skew",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_mean",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_var",-2.8421709430404e-15
"Spin_Retry_Count_norm_p2p",-2.8421709430404e-15
"Spin_Retry_Count_norm_max",-2.8421709430404e-15
"Spin_Retry_Count_norm_kurt",-2.8421709430404e-15
"smart_199_raw_rms",-5.6843418860808e-15
"Reallocated_Sector_Count_norm_skew",-4.52973724662797e-06
"Spin_Retry_Count",-0.000343363375122152
"smart_4_raw_kurt",-0.0011754771672642
"Reallocated_Sector_Count_norm_kurt",-0.00144338590547477
"Reallocation_Event_Count_norm_skew",-0.00225275274393368
"Days_In_Service_norm_skew",-0.00363321148470241
"smart_4_raw_skew",-0.0177960739244142
"Current_Pending_Sector_Count_skew",-0.0513642876462114
