"","vimp.df.order..vimp.df...."
"smart_193_raw_skew",0.686769465974548
"smart_1_raw_var",0.637788549254549
"Reallocated_Sector_Count_norm_p2p",0.632998422697264
"smart_240_raw_var",0.627995778737156
"smart_195_raw_rms",0.617084509370473
"Reported_Uncorrectable_Errors_kurt",0.589176067478043
"smart_1_raw_p2p",0.581321936417517
"smart_191_raw_skew",0.570132445150894
"Reallocated_Sector_Count_norm_skew",0.519699220200663
"smart_190_raw_kurt",0.50730037327283
"smart_1_raw_skew",0.464896239887896
"smart_241_raw_skew",0.447070411167417
"smart_240_raw_p2p",0.436700909785644
"smart_192_raw_kurt",0.411245813297276
"Reported_Uncorrectable_Errors_norm_skew",0.405210067120315
"Offline_Uncorrectable_skew",0.369879140554808
"smart_193_raw_kurt",0.346058754035479
"Reported_Uncorrectable_Errors_skew",0.305295992149404
"smart_199_raw_var",0.302845417268647
"Days_In_Service_skew",0.292859858022028
"smart_7_raw_skew",0.275772269084119
"smart_195_raw_mean",0.254743358623757
"Offline_Uncorrectable_p2p",0.251915331357519
"Current_Pending_Sector_Count_skew",0.232086676265865
"smart_1_raw_mean",0.206516172284401
"smart_195_raw_kurt",0.206331479246577
"smart_7_raw_kurt",0.196991401637081
"Days_In_Service_norm_kurt",0.184244010320363
"smart_4_raw_kurt",0.183808395406504
"E2E_Error_var",0.176426095697779
"E2E_Error_norm_var",0.151827541448411
"Current_Pending_Sector_Count_p2p",0.133032005113091
"E2E_Error",0.12528495050081
"smart_199_raw_p2p",0.12099849253232
"Offline_Uncorrectable_norm_var",0.116274511629781
"E2E_Error_norm",0.114519621266936
"smart_242_raw_skew",0.111311466998956
"E2E_Error_rms",0.107370420825784
"E2E_Error_norm_rms",0.0956798377258266
"Reported_Uncorrectable_Errors_norm_kurt",0.0905405712962292
"Days_In_Service_p2p",0.0894420147607008
"Offline_Uncorrectable_kurt",0.0831543858424496
"smart_1_raw_kurt",0.0718687029709855
"E2E_Error_max",0.0610863266074176
"smart_12_raw_kurt",0.059463952497677
"Command_Timeout_p2p",0.0388295903141852
"E2E_Error_norm_p2p",0.0287822206995159
"E2E_Error_norm_min",0.0279080846770469
"E2E_Error_norm_mean",0.025163950251941
"Command_Timeout_kurt",0.0236138151977073
"Current_Pending_Sector_Count_norm_skew",0.0230343941504785
"Reallocated_Sector_Count_norm_kurt",0.0228144828721867
"E2E_Error_mean",0.0142737953110483
"Offline_Uncorrectable_norm_p2p",0.0130591534086619
"Command_Timeout_skew",0.0120282750840815
"Offline_Uncorrectable_norm_min",0.0104066699548909
"smart_12_raw_skew",0.0072743372471507
"smart_199_raw_kurt",0.00666011114221021
"Offline_Uncorrectable_norm_rms",0.00399725653226284
"Current_Pending_Sector_Count_norm",0.00299752421780397
"Current_Pending_Sector_Count_norm_min",0.00279460317213562
"E2E_Error_norm_skew",0.00219935715952033
"smart_240_raw_skew",0.00178082240779531
"smart_241_raw_kurt",0.00026854282843658
"E2E_Error_norm_max",4.2632564145606e-15
"E2E_Error_norm_kurt",4.2632564145606e-15
"Offline_Uncorrectable_norm_kurt",4.2632564145606e-15
"Offline_Uncorrectable_norm_mean",4.2632564145606e-15
"Current_Pending_Sector_Count_norm_rms",4.2632564145606e-15
"Current_Pending_Sector_Count_norm_p2p",4.2632564145606e-15
"Current_Pending_Sector_Count_norm_kurt",4.2632564145606e-15
"Current_Pending_Sector_Count_norm_mean",4.2632564145606e-15
"Current_Pending_Sector_Count_norm_var",4.2632564145606e-15
"E2E_Error_min",4.2632564145606e-15
"E2E_Error_kurt",4.2632564145606e-15
"E2E_Error_skew",4.2632564145606e-15
"smart_240_raw_kurt",4.2632564145606e-15
"Offline_Uncorrectable_norm",2.8421709430404e-15
"smart_199_raw_skew",-3.48517067678245e-05
"smart_195_raw",-5.18949447112504e-05
"smart_1_raw",-0.000146343651516645
"Offline_Uncorrectable_norm_skew",-0.000296936510062551
"smart_12_raw_p2p",-0.000540302691547367
"E2E_Error_p2p",-0.0185035382969474
"smart_1_raw_rms",-0.018918386554094
"smart_191_raw_kurt",-0.0311754681638291
"smart_242_raw_kurt",-0.296890206755383
"smart_4_raw_skew",-0.42369218932072
"Current_Pending_Sector_Count_kurt",-0.457032873019087
