"","vimp.df.order..vimp.df...."
"smart_8_raw_rms",306.167157936654
"smart_4_raw_max",285.804554710784
"Days_In_Service_max",246.342960371911
"Days_In_Service_mean",240.172449333723
"Days_In_Service_min",229.162833710612
"smart_12_raw_max",228.499902937546
"Days_In_Service_rms",225.15539605629
"smart_192_raw_rms",218.510129046291
"smart_12_raw",204.116901188705
"Days_In_Service",202.322035407573
"smart_4_raw",198.062512119533
"smart_192_raw_mean",195.382184297361
"smart_193_raw_mean",192.836563454701
"smart_8_raw_mean",191.8820316486
"smart_8_raw",180.972566197092
"Reallocated_Sector_Count_max",175.541771316906
"smart_193_raw_rms",174.718426756904
"smart_3_raw",163.654541130415
"Reallocation_Event_Count",161.319285181219
"Reallocated_Sector_Count",150.230802619327
"smart_3_raw_max",136.497913379536
"Reallocation_Event_Count_rms",135.403853616549
"smart_3_raw_rms",130.821567503231
"Reallocation_Event_Count_max",128.050642080653
"smart_3_raw_mean",125.105152883011
"smart_12_raw_mean",114.970871874119
"Reallocated_Sector_Count_rms",110.464689368613
"smart_12_raw_rms",108.214915463252
"Reallocation_Event_Count_mean",100.249558018641
"Reallocated_Sector_Count_mean",89.9725560326486
"smart_193_raw_min",78.6469831837129
"smart_193_raw_max",76.1836051383716
"smart_192_raw_max",72.8403708076741
"smart_192_raw_min",70.4699059230705
"smart_8_raw_min",70.2802120498324
"smart_4_raw_mean",70.230928092707
"smart_194_raw_max",68.827125904104
"smart_3_raw_min",68.4548692327966
"smart_193_raw",63.2534088537591
"smart_4_raw_min",61.476535243294
"smart_4_raw_rms",59.9355633852274
"smart_192_raw",51.8888215201504
"Reallocated_Sector_Count_min",50.8043683531487
"Reallocation_Event_Count_min",50.4497802026071
"smart_12_raw_min",50.2601602161714
"smart_193_raw_var",46.2221607496383
"smart_192_raw_var",43.813532107956
"smart_194_raw_rms",37.4652023205064
"smart_194_raw_min",36.7912323316869
"Days_In_Service_norm_rms",35.1487607247696
"smart_194_raw_mean",34.9750461163492
"smart_194_raw",33.1270102115694
"smart_8_raw_max",32.5716914858316
"smart_2_raw_mean",29.4274006281289
"smart_2_raw_rms",28.444151538322
"Days_In_Service_norm_mean",21.585443531355
"smart_2_raw_min",16.9525567815951
"Days_In_Service_norm",16.3310670651304
