"","vimp.df.order..vimp.df...."
"smart_191_raw",-1.77635683940025e-16
"Reported_Uncorrectable_Errors_norm_kurt",-1.77635683940025e-16
"Reported_Uncorrectable_Errors_norm_skew",-1.77635683940025e-16
"Reported_Uncorrectable_Errors_norm_mean",-1.77635683940025e-16
"smart_191_raw_rms",-1.77635683940025e-16
"smart_191_raw_p2p",-1.77635683940025e-16
"smart_191_raw_kurt",-1.77635683940025e-16
"smart_191_raw_skew",-1.77635683940025e-16
"Offline_Uncorrectable_p2p",-3.5527136788005e-16
"Offline_Uncorrectable_min",-3.5527136788005e-16
"Offline_Uncorrectable_max",-3.5527136788005e-16
"Offline_Uncorrectable_kurt",-3.5527136788005e-16
"Offline_Uncorrectable_skew",-3.5527136788005e-16
"Offline_Uncorrectable_var",-3.5527136788005e-16
"Days_In_Service_p2p",-3.5527136788005e-16
"Days_In_Service_skew",-3.5527136788005e-16
"smart_191_raw_var",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_kurt",-5.32907051820075e-16
"Reported_Uncorrectable_Errors_skew",-5.32907051820075e-16
"Reported_Uncorrectable_Errors_mean",-5.32907051820075e-16
"smart_192_raw_skew",-5.32907051820075e-16
"Reported_Uncorrectable_Errors_norm_min",-5.32907051820075e-16
"smart_12_raw_p2p",-7.105427357601e-16
"Current_Pending_Sector_Count_p2p",-7.105427357601e-16
"Current_Pending_Sector_Count_min",-7.105427357601e-16
"Current_Pending_Sector_Count_max",-7.105427357601e-16
"Current_Pending_Sector_Count_kurt",-7.105427357601e-16
"Current_Pending_Sector_Count_skew",-7.105427357601e-16
"Current_Pending_Sector_Count_var",-7.105427357601e-16
"smart_4_raw_p2p",-7.105427357601e-16
"smart_4_raw_kurt",-7.105427357601e-16
"Reported_Uncorrectable_Errors_norm_p2p",-0.000136639228182744
"Days_In_Service_norm_kurt",-0.0011331757474208
"smart_240_raw_p2p",-0.00871908232951473
"Command_Timeout_kurt",-0.00873178757340547
"smart_12_raw_kurt",-0.0213765266463243
"smart_241_raw_kurt",-0.0268075524075302
"smart_241_raw_skew",-0.180518740128206
