"","vimp.df.order..vimp.df...."
"Offline_Uncorrectable_norm_rms",3.5527136788005e-16
"Offline_Uncorrectable_norm_p2p",3.5527136788005e-16
"Offline_Uncorrectable_norm_min",3.5527136788005e-16
"Offline_Uncorrectable_norm_kurt",3.5527136788005e-16
"Offline_Uncorrectable_norm_skew",3.5527136788005e-16
"Offline_Uncorrectable_norm_mean",3.5527136788005e-16
"Offline_Uncorrectable_norm_var",3.5527136788005e-16
"Reallocated_Sector_Count_skew",0
"Reallocated_Sector_Count_mean",0
"Offline_Uncorrectable_kurt",0
"Offline_Uncorrectable_skew",0
"Offline_Uncorrectable_var",0
"Reported_Uncorrectable_Errors_norm",-3.5527136788005e-16
"Reported_Uncorrectable_Errors",-3.5527136788005e-16
"Command_Timeout_norm",-3.5527136788005e-16
"Command_Timeout",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm",-3.5527136788005e-16
"Offline_Uncorrectable_norm",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_norm_rms",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_norm_p2p",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_norm_min",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_norm_kurt",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_norm_skew",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_norm_mean",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_norm_var",-3.5527136788005e-16
"Reallocated_Sector_Count_rms",-3.5527136788005e-16
"Reallocated_Sector_Count_p2p",-3.5527136788005e-16
"Reallocated_Sector_Count_max",-3.5527136788005e-16
"Reallocated_Sector_Count_kurt",-3.5527136788005e-16
"Command_Timeout_norm_p2p",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm_rms",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm_p2p",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm_min",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm_kurt",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm_skew",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm_mean",-3.5527136788005e-16
"Current_Pending_Sector_Count_norm_var",-3.5527136788005e-16
"smart_183_raw_p2p",-3.5527136788005e-16
"smart_183_raw_skew",-3.5527136788005e-16
"Days_In_Service_p2p",-3.5527136788005e-16
"smart_199_raw_p2p",-3.5527136788005e-16
"smart_199_raw_skew",-3.5527136788005e-16
"Command_Timeout_p2p",-3.5527136788005e-16
"Command_Timeout_max",-3.5527136788005e-16
"Command_Timeout_skew",-3.5527136788005e-16
"Command_Timeout_mean",-3.5527136788005e-16
"smart_12_raw_skew",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_rms",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_p2p",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_max",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_kurt",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_skew",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_mean",-3.5527136788005e-16
"Reported_Uncorrectable_Errors_var",-3.5527136788005e-16
"Offline_Uncorrectable",-1.06581410364015e-15
"smart_4_raw_p2p",-1.46345029236272e-05
"smart_12_raw_kurt",-0.000531485071563864
"smart_1_raw",-0.00244159977990464
"smart_240_raw_kurt",-0.00957365421718492
"smart_240_raw_p2p",-0.0144450410096645
"Command_Timeout_norm_rms",-0.0675433863963953
"smart_183_raw_var",-0.111212244991742
"smart_199_raw_kurt",-1.88834013209013
