"","vimp.df.order..vimp.df...."
"Reallocated_Sector_Count_kurt",5.74206697456238
"Days_In_Service_kurt",5.4769767972981
"Command_Timeout_min",5.30805695720174
"smart_195_raw_min",4.53746779874023
"Offline_Uncorrectable_min",4.36790461058696
"smart_199_raw_rms",3.91803890959047
"Reported_Uncorrectable_Errors_norm_p2p",3.79625790262733
"smart_199_raw_max",3.29074417409455
"Reported_Uncorrectable_Errors_norm_var",2.2788983606579
"smart_191_raw_kurt",1.79623426824373
"smart_190_raw_kurt",1.71551288001702
"smart_1_raw_skew",1.41112063016485
"smart_199_raw_mean",1.3258531730454
"Reported_Uncorrectable_Errors_skew",1.20032049790229
"smart_194_raw_skew",1.01031704373962
"smart_195_raw_var",0.961749317385131
"smart_1_raw_rms",0.908176281717077
"smart_240_raw_p2p",0.903728215555672
"smart_195_raw_skew",0.88277982362254
"smart_1_raw_p2p",0.817195713620713
"smart_1_raw_var",0.816488437053422
"smart_195_raw_p2p",0.779963861628002
"Days_In_Service_skew",0.718369228605687
"smart_241_raw_kurt",0.685465379437477
"Days_In_Service_p2p",0.678356427803806
"smart_195_raw_kurt",0.676915477390791
"smart_190_raw_skew",0.667715665748051
"smart_241_raw_skew",0.658641170430306
"Reported_Uncorrectable_Errors_norm_kurt",0.602327421893825
"smart_242_raw_kurt",0.569495991289004
"smart_1_raw_mean",0.545221723659149
"Days_In_Service_norm_p2p",0.534423807834933
"Reported_Uncorrectable_Errors_p2p",0.47384016874411
"smart_195_raw_mean",0.47135945718685
"smart_195_raw_rms",0.456374084543066
"smart_193_raw_skew",0.429834318338607
"smart_7_raw_skew",0.409260185750009
"smart_193_raw_kurt",0.404016243251522
"Reallocated_Sector_Count_norm_max",0.322232953118727
"Current_Pending_Sector_Count_p2p",0.289118482523816
"smart_240_raw_kurt",0.287729245210598
"Reallocated_Sector_Count_norm",0.262169520948194
"smart_194_raw_kurt",0.24648573277768
"Reallocated_Sector_Count_norm_rms",0.229603380854067
"Reported_Uncorrectable_Errors_norm_skew",0.215929603558224
"smart_1_raw_kurt",0.212945068910265
"Reallocated_Sector_Count_norm_min",0.212498717696309
"Reallocated_Sector_Count_norm_mean",0.211550577244277
"Current_Pending_Sector_Count_kurt",0.16650495088425
"Days_In_Service_norm_skew",0.129260729877203
"Current_Pending_Sector_Count_skew",0.126715287593085
"Offline_Uncorrectable_skew",0.100587740836937
"Days_In_Service_norm_var",0.100414285841858
"smart_242_raw_skew",0.0943535599047294
"smart_1_raw",0.0837631487642028
"Days_In_Service_norm_kurt",0.0762902291275395
"smart_4_raw_skew",0.0744191962613783
"Reported_Uncorrectable_Errors_kurt",0.0634767386312547
"smart_4_raw_kurt",0.0588204196529006
"Offline_Uncorrectable_p2p",0.0578121979864989
"Offline_Uncorrectable_kurt",0.0506441769029664
"Reallocated_Sector_Count_norm_p2p",0.032084511426477
"smart_12_raw_kurt",0.0319135466954606
"smart_195_raw",0.0302500176492032
"Reallocated_Sector_Count_norm_var",0.0291507532945374
"smart_12_raw_p2p",0.027468587172109
"smart_7_raw_kurt",0.0262160391166447
"smart_191_raw_skew",0.0235173136197091
"Command_Timeout_p2p",0.0187579987248768
"smart_192_raw_skew",0.0130771418760105
"smart_4_raw_p2p",0.0128446286339482
"smart_12_raw_skew",0.0126084036541187
"smart_192_raw_kurt",0.00833549851048332
"Reallocated_Sector_Count_norm_kurt",0.00203099603202332
"smart_192_raw_p2p",0.0018536050301563
"E2E_Error_norm",1.4210854715202e-15
"Command_Timeout_norm",1.4210854715202e-15
"E2E_Error",0
"Current_Pending_Sector_Count_norm",0
"Offline_Uncorrectable_norm",0
"Command_Timeout_norm_rms",-1.4210854715202e-15
"Command_Timeout_norm_p2p",-1.4210854715202e-15
"Command_Timeout_norm_min",-1.4210854715202e-15
"Command_Timeout_norm_kurt",-1.4210854715202e-15
"Command_Timeout_norm_skew",-1.4210854715202e-15
"Command_Timeout_norm_mean",-1.4210854715202e-15
"Command_Timeout_norm_var",-1.4210854715202e-15
"Current_Pending_Sector_Count_norm_rms",-1.4210854715202e-15
"E2E_Error_var",-1.4210854715202e-15
"smart_199_raw_p2p",-1.4210854715202e-15
"smart_199_raw_kurt",-1.4210854715202e-15
"smart_199_raw_skew",-1.4210854715202e-15
"E2E_Error_norm_rms",-2.8421709430404e-15
"E2E_Error_norm_p2p",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_p2p",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_min",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_skew",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_mean",-2.8421709430404e-15
"Current_Pending_Sector_Count_norm_var",-2.8421709430404e-15
"E2E_Error_rms",-2.8421709430404e-15
"E2E_Error_min",-2.8421709430404e-15
"E2E_Error_kurt",-2.8421709430404e-15
"E2E_Error_skew",-2.8421709430404e-15
"E2E_Error_mean",-2.8421709430404e-15
"Command_Timeout_kurt",-4.2632564145606e-15
"Command_Timeout_skew",-4.2632564145606e-15
"E2E_Error_norm_min",-4.2632564145606e-15
"E2E_Error_norm_max",-4.2632564145606e-15
"Current_Pending_Sector_Count_norm_kurt",-4.2632564145606e-15
"E2E_Error_p2p",-4.2632564145606e-15
"E2E_Error_norm_kurt",-5.6843418860808e-15
"E2E_Error_norm_skew",-5.6843418860808e-15
"E2E_Error_norm_mean",-5.6843418860808e-15
"E2E_Error_norm_var",-5.6843418860808e-15
"Offline_Uncorrectable_norm_rms",-5.6843418860808e-15
"Offline_Uncorrectable_norm_p2p",-5.6843418860808e-15
"Offline_Uncorrectable_norm_min",-5.6843418860808e-15
"Offline_Uncorrectable_norm_kurt",-5.6843418860808e-15
"Offline_Uncorrectable_norm_skew",-5.6843418860808e-15
"Offline_Uncorrectable_norm_mean",-5.6843418860808e-15
"Offline_Uncorrectable_norm_var",-5.6843418860808e-15
"E2E_Error_max",-5.6843418860808e-15
"Reallocated_Sector_Count_norm_skew",-0.00311985806427515
"smart_240_raw_skew",-0.00629752747440335
