"","vimp.df.order..vimp.df...."
"smart_12_raw_max",429.188521813071
"smart_12_raw",391.025379200074
"smart_193_raw",336.453184905883
"smart_242_raw",331.09303466693
"smart_193_raw_min",318.337302602637
"smart_193_raw_max",315.613595161713
"smart_242_raw_max",307.275763207447
"smart_193_raw_rms",268.404785758491
"smart_199_raw_max",265.032954174999
"smart_193_raw_mean",257.225584725634
"smart_242_raw_rms",229.495004024275
"smart_242_raw_mean",217.375973986926
"smart_242_raw_min",210.658333368947
"smart_12_raw_rms",205.0421939634
"smart_199_raw",198.973170426295
"smart_190_raw_max",149.053214395416
"Reallocated_Sector_Count_min",147.171963669881
"smart_4_raw_min",142.124855229311
"smart_192_raw_rms",139.588279846808
"smart_194_raw_max",132.560141787871
"smart_4_raw_rms",132.354000522806
"smart_12_raw_mean",130.071536128293
"smart_4_raw_max",130.038743961541
"smart_192_raw_mean",120.351507641977
"smart_199_raw_mean",114.267740355574
"smart_4_raw_mean",114.186494127919
"smart_192_raw",111.075784303506
"smart_241_raw_max",109.817490206205
"smart_199_raw_rms",108.606011730337
"smart_192_raw_min",106.087757808357
"smart_192_raw_max",101.707380485147
"Command_Timeout",99.7092654008762
"smart_190_raw_rms",98.5508596915001
"smart_190_raw_mean",98.1120026150933
"smart_4_raw",94.6433329430997
"smart_194_raw_rms",91.8490711177721
"smart_7_raw_mean",91.4622682964831
"smart_240_raw",88.3475781843602
"smart_241_raw_mean",86.513974569657
"smart_240_raw_rms",83.1989768762293
"smart_199_raw_min",83.1791368133821
"smart_7_raw_max",80.3685088959065
"smart_7_raw",79.9848088754384
"Command_Timeout_max",78.518690012146
"smart_194_raw_min",76.7613666368278
"Reallocated_Sector_Count_max",76.7036411972497
"smart_190_raw_min",75.7345055458787
"Reallocated_Sector_Count",74.9992509561907
"smart_240_raw_mean",73.6364259053889
"smart_12_raw_min",71.5840166650734
"smart_240_raw_min",71.101030594757
"smart_241_raw_rms",69.9867921843555
"smart_241_raw_min",67.47454903221
"Reallocated_Sector_Count_rms",66.4287219734618
"smart_194_raw",64.8522498150651
"Reallocated_Sector_Count_norm_max",64.6088236062834
"smart_7_raw_rms",63.6897207618435
"Reallocated_Sector_Count_norm_rms",63.5273556916129
"Reallocated_Sector_Count_mean",63.4422016596399
"smart_194_raw_mean",63.4093777311736
"smart_240_raw_max",62.5863726386595
"smart_194_raw_var",62.3863616437074
"smart_241_raw",61.0069741680033
"smart_7_raw_min",58.519242695341
"Command_Timeout_mean",58.332959417619
"smart_190_raw_var",53.7549402073514
"Reallocated_Sector_Count_var",53.6068489287587
"Reallocated_Sector_Count_norm_mean",46.0937292721867
"Command_Timeout_rms",44.9867783344686
"smart_190_raw",43.6775335166116
"Days_In_Service_norm_min",41.7220601174546
"Days_In_Service_norm_mean",41.0674104678572
"Reported_Uncorrectable_Errors_norm",39.0991415171531
"Reported_Uncorrectable_Errors",37.7870856207137
"Days_In_Service_norm",37.5279527800691
"Reported_Uncorrectable_Errors_max",37.379694242265
"Reallocated_Sector_Count_p2p",34.1391298250025
"Days_In_Service_norm_rms",33.0792683372573
"Days_In_Service_var",32.8731132482734
"Command_Timeout_min",32.4554272297244
"Days_In_Service_norm_max",31.8014141725245
"Reported_Uncorrectable_Errors_norm_min",28.8844252378598
"Days_In_Service_min",28.0998235133286
"Current_Pending_Sector_Count",27.2885352592217
"Offline_Uncorrectable_max",26.513252781395
"Days_In_Service_mean",26.4315955478037
"Offline_Uncorrectable",26.4128983942598
"Reported_Uncorrectable_Errors_mean",26.2640061679725
"Reported_Uncorrectable_Errors_rms",26.0522219053182
"Days_In_Service",25.9325732160738
"Days_In_Service_rms",24.6442064567909
"Current_Pending_Sector_Count_max",23.853730898106
"Reallocated_Sector_Count_norm",23.0884135968669
"Reported_Uncorrectable_Errors_norm_rms",22.9501291475483
"Days_In_Service_max",20.3793986485892
"Reported_Uncorrectable_Errors_min",20.1896507642316
"smart_241_raw_var",19.2351547087415
"Reported_Uncorrectable_Errors_norm_max",18.4533897899631
"Current_Pending_Sector_Count_rms",18.3904656843333
"Reallocated_Sector_Count_norm_min",18.2406702959051
"Reported_Uncorrectable_Errors_norm_mean",18.2089419387333
"Offline_Uncorrectable_rms",18.0223610833983
"Current_Pending_Sector_Count_mean",17.8913201793924
"Offline_Uncorrectable_mean",16.6806789377941
"smart_242_raw_var",15.478971639819
"smart_193_raw_var",12.8991392399789
"Reported_Uncorrectable_Errors_var",12.4750935177237
"Reallocated_Sector_Count_norm_var",11.6299802883005
"smart_7_raw_var",10.9166378111209
"smart_4_raw_var",9.87111647575864
"Offline_Uncorrectable_min",9.70769193589438
"smart_192_raw_var",8.98148401768736
"Current_Pending_Sector_Count_var",8.71988643835154
"Current_Pending_Sector_Count_min",8.40362895977276
"smart_199_raw_var",8.15254909359279
"Reported_Uncorrectable_Errors_norm_var",7.81616547265188
"smart_1_raw_min",7.45662133122727
"smart_241_raw_p2p",7.20040495474155
"smart_1_raw_max",7.07388061733241
"smart_195_raw_min",6.98387597620998
"Days_In_Service_norm_var",6.39429382284173
"smart_195_raw_max",6.08528759536626
"Offline_Uncorrectable_var",5.84993341095159
"smart_194_raw_p2p",5.72558832440404
"smart_190_raw_p2p",4.26947070500509
"smart_12_raw_var",3.96512400528857
"Offline_Uncorrectable_p2p",3.75487701763977
"Reported_Uncorrectable_Errors_norm_p2p",3.67502971664768
"Reallocated_Sector_Count_skew",3.50446533126405
"smart_242_raw_p2p",3.36959850479555
"smart_7_raw_p2p",3.35604430912589
"smart_190_raw_kurt",3.19456760524423
"Command_Timeout_var",3.11671675759085
"Current_Pending_Sector_Count_p2p",3.09895360394729
"Days_In_Service_kurt",2.81277097587411
"smart_194_raw_skew",2.22816754708495
"smart_190_raw_skew",2.12487711033361
"smart_241_raw_skew",2.03039460489586
"Reallocated_Sector_Count_kurt",1.85182459958476
"Reallocated_Sector_Count_norm_p2p",1.65656222957478
"Current_Pending_Sector_Count_skew",1.61819268670291
"smart_7_raw_skew",1.39661854010094
"smart_1_raw_mean",1.34064093625546
"smart_193_raw_skew",1.27817217735869
"smart_193_raw_kurt",1.25087329452481
"smart_240_raw_var",1.12809081901639
"smart_195_raw_var",1.0897019637814
"smart_1_raw_rms",1.05517913642772
"Reported_Uncorrectable_Errors_skew",1.03002488302951
"smart_1_raw_var",1.00134339687671
"Reported_Uncorrectable_Errors_norm_skew",0.991981907002205
"smart_1_raw_p2p",0.979018758599481
"smart_199_raw_kurt",0.958759563976123
"Reported_Uncorrectable_Errors_p2p",0.957932342686268
"smart_195_raw_kurt",0.912088160624572
"smart_194_raw_kurt",0.870422105719652
"smart_1_raw_kurt",0.799833154700233
"smart_1_raw_skew",0.785491958699394
"smart_192_raw_p2p",0.751145198349337
"smart_195_raw_mean",0.686961271893389
"Offline_Uncorrectable_skew",0.664696889342754
"smart_195_raw_rms",0.649885783984934
"smart_195_raw_p2p",0.612015697013913
"Days_In_Service_norm_p2p",0.521640663465436
"smart_7_raw_kurt",0.472052373895507
"smart_199_raw_skew",0.456068962890425
"Days_In_Service_skew",0.433573917833112
"smart_193_raw_p2p",0.401055843142777
"Reallocated_Sector_Count_norm_skew",0.391409713814549
"smart_4_raw_skew",0.336980104248034
"smart_240_raw_p2p",0.335838036904938
"smart_195_raw_skew",0.305972143626826
"Offline_Uncorrectable_kurt",0.276241451816514
"Days_In_Service_p2p",0.238841235885559
"Days_In_Service_norm_skew",0.220675578493182
"smart_199_raw_p2p",0.216039884443573
"smart_241_raw_kurt",0.206403094993598
"Command_Timeout_skew",0.203224112546737
"Days_In_Service_norm_kurt",0.18668302465723
"smart_242_raw_skew",0.179299053785338
"Command_Timeout_kurt",0.14542508020611
"smart_242_raw_kurt",0.142887953198622
"smart_192_raw_skew",0.140822688684846
"smart_12_raw_kurt",0.139753018896094
"smart_192_raw_kurt",0.128757961906243
"Reallocated_Sector_Count_norm_kurt",0.123196555468289
"Command_Timeout_p2p",0.116851789425047
"smart_12_raw_skew",0.0941515410872498
"smart_4_raw_p2p",0.0931380522509791
"smart_4_raw_kurt",0.0895869084377246
"Reported_Uncorrectable_Errors_norm_kurt",0.0744594995796049
"Current_Pending_Sector_Count_kurt",0.0599131460373442
"smart_240_raw_skew",0.0567203803746196
"smart_12_raw_p2p",0.0411690412766539
"smart_240_raw_kurt",0.0304342387573676
"Current_Pending_Sector_Count_norm_min",0.0277187942623463
"Offline_Uncorrectable_norm_mean",0.0262333931493387
"Current_Pending_Sector_Count_norm_mean",0.0115543481027657
"Offline_Uncorrectable_norm_kurt",0.00993390143929602
"Current_Pending_Sector_Count_norm",0.00806970456020934
"Current_Pending_Sector_Count_norm_p2p",0.00585755922050879
"Current_Pending_Sector_Count_norm_var",0.00484444579491026
"Offline_Uncorrectable_norm_p2p",0.0017037473597675
"Offline_Uncorrectable_norm_var",0.00063177198661819
"Current_Pending_Sector_Count_norm_skew",0.000484026004374982
"Current_Pending_Sector_Count_norm_rms",0.000222947912256899
"Command_Timeout_norm_rms",2.1316282072803e-15
"Offline_Uncorrectable_norm_rms",2.1316282072803e-15
"Offline_Uncorrectable_norm_min",2.1316282072803e-15
"Offline_Uncorrectable_norm_max",2.1316282072803e-15
"Offline_Uncorrectable_norm_skew",2.1316282072803e-15
"Offline_Uncorrectable_norm",1.4210854715202e-15
"Command_Timeout_norm_var",1.4210854715202e-15
"Command_Timeout_norm_min",7.105427357601e-16
"Command_Timeout_norm_kurt",7.105427357601e-16
"Command_Timeout_norm_skew",7.105427357601e-16
"Command_Timeout_norm_mean",7.105427357601e-16
"Current_Pending_Sector_Count_norm_max",0
"Current_Pending_Sector_Count_norm_kurt",0
"Reported_Uncorrectable_Errors_kurt",-0.00752759885847993
"smart_1_raw",-0.0173691419654624
"smart_195_raw",-0.0332848955527069
